96,44,41,36,10
63,34,27,24,5
76,64,49,22,11
95,74,43,31,10
91,62,40,33,19
85,67,26,11,2
89,60,39,4,3
95,60,49,31,19
78,58,38,22,12
94,65,20,8,3
90,33,32,28,1
66,49,48,33,17
86,58,32,22,10
92,66,51,37,2
77,76,56,38,8
94,58,42,34,7
99,72,57,38,13
95,57,50,35,1
98,47,43,38,2
96,78,58,21,4
80,68,19,11,9
99,76,60,36,9
99,65,44,10,3
86,47,41,19,8
90,61,59,35,11
89,72,40,13,3
82,77,59,22,2
88,61,56,39,7
85,70,44,38,2
88,65,47,35,14
87,80,54,10,9
98,39,32,25,9
78,58,52,25,19
78,65,51,31,14
87,80,57,16,2
52,51,49,16,11
94,72,52,18,9
95,63,52,38,18
97,64,30,27,12
76,72,34,18,12
96,70,56,33,18
85,79,59,32,4
92,59,48,38,12
88,68,50,30,17
78,69,41,16,13
48,25,21,16,9
91,77,54,27,5
84,77,35,34,18
87,56,28,14,5
84,56,23,14,4
96,72,53,39,12
93,9,8,5,3
71,66,56,38,20
90,76,54,33,10
73,61,39,27,6
90,78,43,34,4
88,48,36,18,1
86,79,60,23,19
79,77,54,36,2
85,75,41,21,19
91,79,48,39,15
80,78,32,27,7
70,66,48,23,14
65,41,27,10,3
65,63,42,39,15
87,79,55,38,19
98,59,46,29,5
55,54,51,37,17
81,56,29,24,18
90,62,40,36,20
83,46,38,37,13
82,69,20,14,8
97,77,50,37,17
90,52,35,16,5
57,31,27,3,1
65,63,46,26,20
53,44,31,27,10
90,76,45,16,12
85,46,39,28,15
89,24,22,17,9
68,66,38,21,16
89,54,50,36,20
59,50,44,23,10
96,67,24,19,12
73,66,39,20,2
48,45,39,5,2
63,62,43,28,15
89,71,39,28,19
91,64,24,15,10
84,80,52,28,11
87,60,57,23,8
96,69,59,13,6
80,75,49,36,12
80,52,49,36,17
90,73,50,35,18
27,23,20,18,5
74,72,52,39,16
83,75,57,28,9
98,72,54,21,11
79,67,59,21,20
84,51,39,8,1
80,68,49,35,13
82,78,50,34,9
76,75,57,33,5
72,58,55,36,13
84,74,50,24,9
96,64,44,20,18
91,63,36,28,2
86,41,29,26,16
86,80,36,19,8
72,66,42,22,18
51,39,20,11,1
68,62,56,35,17
74,55,26,25,20
71,55,47,37,3
60,59,52,30,2
68,61,60,30,1
66,58,40,18,1
96,77,50,32,11
69,63,52,28,18
85,80,47,36,20
93,77,56,27,12
73,64,45,21,13
73,60,33,15,13
81,63,55,29,14
66,49,38,10,2
70,50,46,32,19
78,70,44,33,13
78,71,52,16,6
70,60,45,29,16
81,75,57,17,6
59,44,39,29,19
94,55,49,32,18
99,80,22,19,15
86,70,39,31,18
99,77,33,26,16
71,65,57,26,15
95,73,46,34,9
84,63,60,32,9
93,71,58,23,19
98,66,52,29,10
77,74,30,22,17
74,46,42,30,11
54,36,31,30,8
54,53,41,16,7
96,41,19,7,2
98,72,42,18,2
70,64,50,24,5
92,72,32,31,12
88,80,48,37,20
99,61,59,13,1
76,50,29,15,6
90,78,29,28,18
76,73,56,39,11
56,22,18,17,16
61,36,21,4,1
96,79,44,17,11
82,76,52,15,10
76,55,46,20,19
89,74,49,24,17
91,59,40,38,7
95,78,44,28,13
88,62,60,32,4
71,69,30,16,9
84,75,29,26,16
85,55,50,27,5
62,28,17,10,5
73,72,34,28,20
62,55,15,11,10
95,78,31,30,8
87,78,42,23,19
85,73,45,34,17
92,53,45,35,10
84,68,44,39,1
75,74,46,38,18
96,70,39,38,12
78,70,42,34,17
97,39,37,18,16
93,65,38,21,14
87,79,52,30,18
78,60,59,27,15
56,45,39,15,11
90,63,43,25,13
88,71,56,39,5
80,76,47,30,3
99,72,50,28,15
69,58,55,32,9
83,71,52,15,2
91,76,45,27,20
73,71,45,24,14
71,47,46,25,12
77,70,34,28,15
88,74,57,33,10
82,74,54,38,15
93,77,55,28,1
51,37,35,27,15
93,61,28,24,10
89,51,29,28,20
88,61,26,17,16
93,80,52,15,14
91,75,51,27,2
95,68,50,35,3
92,74,50,14,1
64,58,48,26,20
87,54,25,14,1
74,58,44,29,11
81,74,60,29,17
71,55,42,26,20
86,71,55,39,10
65,63,53,24,3
60,58,46,4,1
84,62,22,19,2
92,66,53,39,6
60,53,25,21,7
72,47,36,17,10
84,69,55,25,13
87,63,38,33,18
93,74,50,13,5
79,77,39,25,11
92,65,39,22,1
99,63,60,38,10
77,76,59,39,15
91,38,27,15,14
87,77,44,39,11
92,52,33,12,3
95,76,58,36,18
98,77,48,18,9
99,80,54,26,17
75,42,20,12,10
95,63,59,35,20
94,59,47,35,19
65,61,46,35,14
96,74,17,5,2
83,71,39,37,3
84,70,56,22,18
94,64,46,36,11
81,78,20,3,1
87,50,46,37,20
63,51,44,28,19
81,63,59,18,9
80,61,48,23,14
64,52,37,33,7
58,50,40,36,7
69,64,57,22,16
42,39,38,18,17
75,44,40,33,7
94,70,44,24,1
83,59,55,18,7
77,76,59,35,17
80,77,47,38,4
98,78,42,23,19
87,79,30,20,17
86,73,44,29,14
57,55,17,12,8
87,63,36,16,13
38,25,24,3,2
91,61,43,36,16
89,71,51,36,7
91,72,49,35,18
75,74,53,32,12
68,57,16,15,5
93,47,19,10,2
85,73,57,33,5
74,63,29,25,17
94,80,20,17,5
46,43,34,31,11
79,61,57,18,10
95,66,45,37,20
85,52,30,7,3
82,40,20,8,3
94,78,44,29,10
90,57,43,21,11
68,67,43,20,6
84,74,33,8,7
83,69,58,19,11
84,57,47,15,8
84,72,48,18,1
90,69,45,28,1
52,50,39,18,8
87,76,48,15,3
78,67,58,13,9
95,64,45,36,3
90,78,43,21,15
66,65,50,39,20
84,77,47,34,6
78,66,51,37,19
75,59,57,17,1
86,77,37,31,10
87,62,42,30,6
94,70,35,25,2
45,40,30,29,15
99,69,29,23,20
68,56,49,27,12
99,40,31,30,7
78,60,54,27,18
57,41,25,13,10
97,73,22,20,17
78,74,26,23,6
58,56,34,29,17
65,53,47,11,4
99,45,34,32,13
83,59,48,18,11
66,48,25,23,5
83,63,36,31,8
91,33,30,29,11
74,71,53,34,8
89,44,37,23,12
86,73,52,28,19
84,57,44,38,16
53,39,29,9,7
75,56,22,16,15
77,68,60,19,11
76,68,37,32,12
89,56,49,23,5
90,63,60,13,4
91,67,54,39,7
99,67,47,29,18
69,58,47,37,12
98,69,57,26,15
76,68,56,30,10
93,59,44,35,5
97,61,56,31,18
97,61,53,37,8
56,45,38,29,6
72,55,51,29,10
95,77,57,28,12
63,60,48,15,8
98,74,60,17,4
75,72,51,37,12
43,42,41,36,2
39,36,35,33,11
96,66,51,19,12
98,72,52,16,13
86,62,45,29,12
99,57,36,19,9
75,72,37,27,19
87,78,54,33,5
72,67,59,39,5
91,79,57,31,11
55,45,43,39,5
76,54,21,10,5
64,50,36,23,11
62,59,42,32,3
61,54,47,20,18
73,61,26,7,5
99,67,60,34,2
68,38,36,14,10
46,41,38,37,2
92,54,28,25,13
59,52,51,27,10
93,80,29,18,16
89,65,27,19,6
88,72,43,35,4
78,75,42,27,10
86,67,51,39,19
58,54,46,38,12
87,35,33,18,12
84,65,48,31,10
87,76,25,24,5
91,62,47,21,6
94,68,52,34,10
91,79,49,21,13
87,64,54,37,14
92,77,54,39,20
80,75,58,21,12
81,77,33,14,12
82,74,46,26,19
52,28,26,21,10
82,72,37,24,5
92,60,50,19,15
94,59,46,39,18
63,60,35,26,5
88,54,47,25,5
97,76,56,32,20
70,59,58,20,16
66,64,55,31,7
92,59,37,34,11
75,51,41,31,8
97,78,56,18,1
75,52,45,36,20
88,55,30,21,15
94,68,48,38,2
54,41,39,14,10
94,69,46,39,13
84,54,29,20,13
66,60,55,35,15
77,41,39,21,14
99,64,38,37,20
74,66,39,32,19
68,51,41,27,10
82,60,52,21,12
53,51,42,37,7
72,61,35,18,13
60,59,37,14,12
95,73,54,24,16
74,66,56,37,8
66,42,28,22,19
91,72,17,16,5
80,73,49,25,18
86,77,47,36,20
69,60,57,13,4
85,76,38,25,16
80,67,46,39,4
94,79,59,26,15
84,38,17,13,10
72,70,39,33,20
97,75,56,4,1
49,46,27,10,6
91,79,49,14,10
90,64,35,29,17
66,52,25,22,14
81,75,53,32,11
76,67,54,16,1
70,54,21,16,5
86,70,22,20,15
98,48,37,34,2
77,65,26,24,19
85,55,48,25,3
76,41,22,16,9
88,50,49,37,11
76,71,60,34,14
81,69,54,25,12
80,44,29,24,7
80,56,45,22,17
97,72,58,29,20
92,62,49,16,7
85,69,19,16,7
91,71,40,38,3
82,66,38,28,16
81,58,56,36,14
92,65,26,21,12
88,46,45,19,5
77,70,47,33,14
83,35,31,13,2
72,51,46,28,3
92,65,46,11,2
95,61,44,18,9
55,52,49,27,11
79,73,49,17,10
75,48,40,16,9
86,54,50,33,15
64,55,53,36,18
97,78,50,21,10
63,44,43,36,15
85,58,28,24,18
88,47,34,30,19
82,47,31,20,6
87,78,52,20,12
79,78,39,31,11
81,54,42,39,4
83,70,48,31,10
70,69,60,25,5
74,62,14,7,5
93,73,41,36,7
98,48,27,22,14
83,58,50,20,11
74,73,58,13,2
89,68,52,37,17
72,51,32,27,20
83,61,51,39,5
84,70,32,23,2
96,58,50,13,9
79,74,60,16,7
84,68,44,25,8
80,79,34,30,6
98,68,51,16,2
42,21,7,6,4
73,45,28,21,19
75,49,32,27,15
72,62,44,25,17
78,77,58,24,18
93,65,26,20,15
92,63,57,32,2
97,74,55,34,5
91,65,33,18,9
62,53,23,22,18
87,56,52,6,4
75,52,48,39,10
91,47,27,17,16
89,63,51,35,19
87,54,50,39,7
81,74,41,17,5
75,36,30,14,6
77,46,40,27,19
98,68,43,39,19
98,77,52,28,11
81,72,56,39,9
87,77,21,9,3
80,63,36,21,17
61,57,47,27,20
74,69,49,15,13
69,68,49,28,17
88,79,54,15,9
98,71,56,11,9
80,71,47,39,8
37,36,35,32,3
80,56,33,24,18
71,62,60,16,4
44,34,29,22,10
85,68,33,24,3
89,67,54,27,4
97,62,55,15,12
69,68,15,4,3
80,74,53,25,15
73,56,36,25,18
82,57,44,20,16
60,56,47,39,20
59,57,41,21,18
75,50,37,31,8
97,67,45,28,19
76,67,58,31,20
95,68,32,29,1
78,76,36,27,5
91,76,58,28,10
86,66,26,16,6
87,80,51,33,11
98,69,40,24,15
81,53,22,13,11
84,58,49,23,19
94,76,35,29,11
79,76,56,29,15
80,79,32,31,3
82,53,47,10,6
99,68,48,22,10
67,56,27,26,1
92,62,34,20,15
83,80,48,39,3
98,77,49,30,13
90,71,50,14,1
81,57,48,28,1
91,32,15,5,1
97,72,39,29,19
80,57,30,22,13
90,71,32,26,1
89,61,52,35,5
89,80,52,39,10
91,71,44,37,13
82,62,47,36,12
86,38,36,32,12
80,51,28,25,19
81,59,42,15,4
63,59,51,24,8
49,35,34,10,4
98,75,50,18,12
86,80,55,37,5
70,52,42,30,12
63,59,35,7,6
59,55,41,32,6
81,67,43,30,20
80,41,20,16,1
72,59,37,36,11
70,61,49,34,15
68,67,37,19,9
98,54,43,39,5
90,60,52,26,18
57,41,39,10,6
65,53,24,9,2
58,51,44,30,18
66,52,28,20,18
65,49,31,22,20
84,65,32,20,3
86,69,49,27,3
99,57,55,39,16
62,56,29,25,11
71,55,50,24,2
72,39,35,24,10
93,75,26,25,8
88,63,47,27,12
51,35,27,8,4
96,59,35,17,16
33,26,23,9,7
84,56,35,31,8
78,71,34,22,12
89,75,50,37,5
87,63,43,37,17
57,43,38,21,11
92,68,55,37,20
96,62,50,35,9
71,67,58,22,9
77,72,59,30,16
85,67,27,3,1
86,72,37,29,19
99,67,36,27,16
70,49,46,23,10
93,59,37,33,18
90,57,50,13,7
94,75,58,12,10
57,55,52,38,6
94,65,57,32,20
92,60,56,35,17
90,72,51,25,3
84,70,37,36,8
75,52,33,26,13
89,76,46,26,14
62,55,41,10,6
81,78,49,25,15
86,59,56,36,6
57,54,52,24,19
78,73,41,39,4
71,40,37,36,15
91,71,37,25,9
92,75,26,23,15
78,51,19,9,2
89,77,59,22,10
91,71,35,23,19
88,76,54,38,10
80,67,45,29,14
81,63,59,23,12
96,63,41,23,16
48,46,34,8,7
88,68,57,19,10
89,76,42,37,14
84,76,57,20,5
89,54,28,22,5
95,78,56,18,16
72,54,35,24,11
90,58,44,34,16
80,27,25,21,19
90,61,49,37,5
98,62,26,10,4
78,67,57,31,6
92,79,50,30,15
68,67,57,30,19
99,75,54,36,20
96,79,60,25,13
46,32,26,23,7
96,58,50,34,19
60,59,53,17,14
52,51,50,20,17
77,67,58,11,4
98,74,37,36,4
80,76,57,36,7
59,40,36,35,6
81,68,36,26,20
89,78,42,33,12
93,62,39,17,4
80,57,35,20,3
56,53,40,22,7
67,65,44,15,10
98,52,45,36,19
77,70,52,34,16
84,75,46,12,7
81,70,34,28,9
78,65,31,17,6
85,78,48,12,1
85,62,48,34,18
84,71,57,37,17
86,60,53,24,10
96,58,25,9,2
95,69,48,17,3
88,80,48,12,7
62,49,45,19,13
90,59,30,29,3
37,27,20,14,12
85,77,58,34,20
96,56,44,16,5
74,68,58,39,18
89,49,46,38,18
81,70,38,16,6
90,59,25,23,2
84,62,42,27,19
93,37,32,24,14
90,66,52,33,1
92,80,59,36,10
99,61,57,22,19
95,58,51,30,2
96,75,31,26,3
96,65,57,36,10
86,68,15,14,11
73,65,51,38,18
88,78,50,15,4
91,79,53,30,20
91,76,54,23,19
94,61,53,21,3
85,65,43,23,17
66,44,40,32,4
96,78,45,18,4
95,74,57,28,2
79,78,54,18,17
82,77,33,13,7
88,61,33,30,19
92,58,36,19,1
54,35,31,26,6
85,34,33,31,2
94,66,57,27,19
66,53,37,18,17
88,78,60,35,11
77,50,29,18,11
94,73,52,30,16
77,74,56,20,7
91,60,46,22,20
79,60,43,27,10
81,68,46,28,17
67,66,54,28,18
72,59,56,37,16
90,67,59,37,10
87,70,48,35,9
83,80,38,15,14
83,61,51,26,14
45,35,21,14,10
99,63,51,36,14
81,68,59,38,8
95,61,30,22,14
78,71,59,38,1
88,79,60,39,20
83,76,26,11,1
80,69,59,23,18
92,78,57,27,9
87,77,12,8,7
90,68,53,11,7
94,55,51,16,7
85,54,41,24,17
91,56,29,19,12
98,61,26,4,2
60,52,41,8,6
81,66,59,33,16
97,80,53,21,16
94,76,51,36,12
71,44,41,14,8
80,55,52,22,9
69,68,58,38,14
87,67,59,25,11
91,71,20,13,1
83,58,43,35,13
85,77,35,21,18
70,62,50,22,19
57,48,33,31,17
99,41,35,33,7
65,61,42,36,5
90,72,47,39,2
99,63,45,27,6
86,76,45,29,2
94,76,44,33,14
90,79,49,35,18
49,47,46,34,20
81,52,26,14,8
85,71,49,32,4
74,65,46,33,12
96,50,31,17,5
97,76,59,21,18
95,78,37,23,10
86,60,27,22,12
74,70,45,17,7
81,67,58,35,17
72,61,45,24,20
89,59,58,30,9
78,59,40,18,7
85,74,38,14,8
65,62,55,18,14
58,51,24,16,6
98,72,32,17,3
95,79,38,37,20
97,61,49,23,20
69,67,53,38,10
99,67,36,11,9
99,66,32,20,17
95,76,39,10,2
98,71,59,38,9
90,66,32,28,4
93,77,46,36,8
69,67,55,31,1
83,67,57,30,15
94,80,60,15,1
65,36,33,30,11
96,39,38,6,1
86,56,42,35,14
70,64,30,29,11
75,62,53,13,2
94,66,50,35,2
83,72,49,16,1
83,69,47,17,8
98,47,21,12,5
82,49,45,27,15
81,74,57,38,15
93,74,39,21,13
50,47,27,19,17
85,73,41,31,3
71,36,18,12,1
79,36,32,19,1
73,48,28,16,10
93,65,41,28,6
52,44,42,24,3
96,55,42,24,12
68,62,59,16,5
98,45,24,23,1
80,33,13,12,3
70,54,48,30,20
98,78,51,26,5
99,62,58,16,13
91,54,24,22,1
98,69,22,14,7
81,80,42,19,10
93,58,53,24,11
91,62,50,24,17
83,75,53,33,18
81,78,22,21,18
99,80,41,29,11
72,62,46,23,7
95,47,38,31,11
87,62,26,12,7
71,70,57,25,9
51,37,34,28,19
73,52,40,28,16
90,73,41,25,3
69,57,53,29,13
66,60,57,31,17
99,68,59,38,17
82,70,55,23,18
70,62,52,31,13
69,59,52,18,17
81,74,56,34,13
66,44,10,8,1
99,58,28,18,13
90,76,43,38,15
81,63,57,34,13
83,80,25,17,7
76,45,41,24,20
64,60,59,23,10
72,48,35,17,2
94,46,45,8,5
89,68,58,31,8
86,61,33,21,16
83,57,33,31,17
81,67,41,22,20
97,77,56,35,8
84,76,57,17,10
85,46,33,13,4
93,73,41,25,14
70,66,47,34,4
80,76,50,17,9
69,68,59,38,9
82,64,57,37,12
81,63,57,26,18
92,79,53,38,4
96,58,56,38,10
84,68,58,24,16
81,75,29,14,4
98,74,53,24,15
87,58,50,25,18
96,80,44,16,9
92,79,54,19,13
70,50,36,33,14
70,26,7,5,1
99,67,45,2,1
94,77,38,23,13
83,73,47,39,9
84,63,25,19,16
66,63,55,30,4
97,54,31,15,1
61,55,43,32,3
82,80,53,23,14
90,73,49,39,18
97,64,43,28,20
98,77,40,23,6
84,69,42,38,2
